Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Labelb
0.7491514516148906,0.7367198499988503,0.7279789832242064,0.03765757605614511,0.6085750141654752,0.47602341500279494,0.30903562151293834,0.4766539397744641,0.34759035393247756,0.9717158717410139,0
0.5640394322777255,0.7229074516107564,0.702087783664244,0.42212806473540576,0.45770872942100116,0.28638923481378536,0.8718976136436621,0.7666315167633723,0.1710213309941093,0.42319400260703116,1
0.6329474887767491,0.8658423136982057,0.5340655606634586,0.19211064377618756,0.37098173328846046,0.15566125182550125,0.9593567238210908,0.9287292571654778,0.9149566888255902,0.6158806764175166,1
0.5420316120544548,0.6707652009446864,0.6051326390059523,0.27319043937909226,0.7526128423621905,0.6311471109632141,0.42570071461537873,0.584730849690286,0.4605042544411357,1.0318145709657316,0
0.948469367641107,0.9416411340470254,1.2256457146205804,0.5108916723356023,-0.16149183590061944,0.2730748150839281,0.049281351421850556,1.076828168795864,-0.12213777418719346,1.5579124826678892,0
0.7926596299585458,0.9819678954795215,1.211275935342619,0.5017631587216771,0.2314963336447397,-0.1576601999707361,-0.027566022346108554,0.127343894346996,-0.1316766413359215,1.6108100724987584,0
0.6245407734037073,0.8665433025527355,0.5318398826294547,0.2230956527156996,0.37506526089815556,0.16875557168161395,0.9809701692110248,0.9417346340499846,0.9455074586853399,0.6299768618643499,1
0.5283628330780908,0.7429668107776969,0.7397137605979245,0.4713426969064222,0.5202059004125666,0.2966715062485616,0.8550640170081082,0.7982582951436301,0.2435985638417868,0.4336582304702279,1
0.6294467949565051,0.8590922004086217,0.5345010480122541,0.2273137232806398,0.37209476685652515,0.17431614481781688,0.9958817323796371,0.9501816901907941,0.9576372155465177,0.644273951882834,1
0.6341631322969504,0.8696100370917124,0.5457900132400696,0.21616328702314921,0.3809078778637838,0.1834505815195352,0.9980771307523979,0.9492251262404118,0.9662695697137299,0.6370605943509198,1
0.8656850592101887,0.7008506729507958,0.09999009695219657,-0.44160401649116837,0.02268441733391846,-0.5371452491941395,1.6592751637307837,1.5476775299104744,0.8704843700226215,0.36490603352010015,1
0.6251691823180039,0.8776883976903465,0.5466885547802983,0.22735790691016441,0.38172978868655294,0.17779212394308266,0.9900260589251639,0.953769537962349,0.9709122160421015,0.6544680200739522,1
0.9003817308103238,0.6208393616345824,0.7422407460171938,0.09383442785194554,0.2445268713322659,0.33551151932091544,0.13220884920986048,0.26694516064095986,0.15153433525351037,0.3007268661477125,1
0.5903914399785473,0.5356729511932625,0.4479967007774089,0.1871451878106738,0.47832601384397444,0.8113621369178737,0.47786769422739206,0.2327291448536118,0.1866109274506572,1.0735768701002653,0
0.6864973481250832,0.646519193626881,0.6842204528071685,0.44766720851913655,0.4367647596552108,0.24852958534354028,0.9785118419322395,0.9321798530198162,0.2624270151140889,0.44462931992267374,1
0.9737379556440591,0.11578749882700992,0.025874700425663616,0.353918262842942,0.45195169266134394,0.18705783096456152,0.8564727673788943,0.9308761477648544,0.3046955996389972,0.6189102038925345,1
0.6189669559353875,0.770789219351501,0.7318807523662038,0.44659289703913096,0.49105530348207366,0.37984187999062424,0.9206052102253087,0.8633403262938615,0.28669699679400973,0.4498659449584588,1
0.573360666999962,0.7118941629138439,0.6863227649614961,0.5174687471422849,0.4941901741956505,0.38858169481876365,0.8897938407962215,0.820128244781269,0.3289737920908352,0.49827883183549165,1
0.8496139263535927,0.6099905546688558,0.6627013308741636,0.25424613385234673,0.6709785020778205,0.584796812342842,0.3329280349389352,0.3807147785571716,0.3993370043518293,0.9865587077440865,0
0.6402145738576995,0.9053275652253826,0.5829191674717717,0.23772758461094665,0.3827783320296385,0.20222940772194573,0.9480057025065509,0.9760001349386177,0.9896712671955274,0.6805609492909209,1
0.937497400631626,0.6458204279184995,0.7553158063361475,0.1367918927529148,0.2636258717032624,0.3408965195830132,0.15747791216970372,0.2909818276503675,0.18161824556355144,0.33193623631347186,1
0.9146579848541377,0.6228228776220748,0.779827779557788,0.1566117685599464,0.27750944228281016,0.3207214083062876,0.1411500657685289,0.27351153893585195,0.19257278339525732,0.3528028506622851,1
0.638814681372127,0.9118801755732336,0.5986382819297716,0.24668383122808107,0.3776167763701372,0.2059375667510785,0.9363186185070812,0.982109837246076,0.9796008746669542,0.6917551211937822,1
0.7595006342153497,0.73805056639192,0.7864980505984674,0.056498419636721364,0.6857834746369655,0.522765396981898,0.26299790479262775,0.6234071714594477,0.4907727495121488,0.896330986117271,0
0.8913925179845403,0.5244756757168519,0.8378216505365181,0.19159029619105983,0.2057419911894675,0.41631455713991367,0.18638988632528458,0.2822842981357854,0.06451867944171713,0.22748651570790496,1
0.5035453401534664,0.6317755720213383,1.0781140785471146,0.5000117153900991,0.8399181659557993,0.19796893408101557,-0.020939911438548064,0.17362450052062328,0.025027162674578107,1.2762185673027542,0
0.5924357473406857,0.8165064629601705,0.715355575536251,0.4542272632514627,0.5727577665701719,0.3712054529605905,0.9204248115123632,0.8768792438131923,0.3212623326328204,0.4311854648523558,1
0.8612302025977555,0.20965967264427499,0.0391305523046799,0.4296713485946864,0.33919285695285245,0.34570563411768385,0.9353733284134574,1.050405131243664,0.29490575323725593,0.6745591458881129,1
0.5920416925261165,0.818427240997486,0.7145030209070833,0.44722672099696936,0.5898642472620892,0.4061676818078793,0.925691382033593,0.8832966787514108,0.3063652020087489,0.4050130011180676,1
0.9558667274249484,0.24297003801094935,0.5977831371016604,0.4823898031376951,1.2366957768380495,0.5356264866974607,1.2142144505383632,0.3139283717115353,0.49238646464171143,0.41025062955156577,1
0.9133406067071798,0.23080851058782753,0.07882097323490109,0.5349558750216321,0.36360904187409554,0.4149689738558944,0.900549902879204,1.1654208132592794,0.1930354642994883,0.7138689251525552,1
1.110952000105701,1.1006741304451164,-0.23261253660356274,0.8274164830376232,0.7544399299505464,-0.341406183302888,0.5521523164045977,1.3677052075372333,0.71509180919141,0.9069100726907472,1
0.5247026058145371,0.29788786681529816,0.17469320444320138,0.7803872304369763,0.736647379518051,0.7804962033867914,0.7214182997385152,0.5964177137107489,0.8656981343816883,0.5941414968263186,1
1.0151580088747492,0.6845077712238394,0.6999962399350055,-0.09542213025602653,0.634949698030089,0.9568401470327066,0.5357665619935135,0.2532452298535894,0.09194543742992745,0.9818654703923128,0
0.7679219034228969,0.9417113333682458,0.9311765187099611,0.2821817155585642,0.4639176990967653,0.3915978940238858,-0.061844129562717454,0.3659195512202137,0.44600061631636895,1.2132088128626386,0
0.7815022768324973,0.7865402798581667,0.7529578786528324,0.0703625433103824,0.7159048754204702,0.42992354153158463,0.36639189151015206,0.6461429834038046,0.32820716436691166,0.9350644511584797,0
0.7621984984998674,0.8503256003684959,0.565362835587309,0.3905429203032742,0.725125116723495,0.40305839769175594,1.0210395219389823,0.9619420148741934,0.5204593196689862,0.4545552004410022,1
0.7675788094285699,0.7140232596008326,0.5543915708803719,0.137515377973281,0.4155910780429609,0.4603827119525985,0.29389502644489945,0.7032262715402611,0.6366469228447544,0.8703520546395851,0
0.8512996310523361,0.19977308679696731,0.2373212629453455,0.8046016148607598,0.5572404684453258,0.49994920004831117,1.096902344169003,0.9255828328547508,0.580481372333097,0.9147593218411221,1
0.8445678341508734,0.01104901624247541,0.3844210699927696,0.41891549951086604,0.9601099796252172,0.6547397162131414,0.8475551324907321,0.015860632955342832,0.3586154019178106,-0.08901329413285444,0
0.42310402945423137,0.22007439821588307,0.2197402309442242,0.9481881585608374,0.9012213751696531,0.8667377902154008,0.7966625638326899,0.5663463928998478,0.8586237859702044,0.4603296689524342,1
0.7558315772999831,0.08940435960533885,0.316970279829398,0.17427021302916534,0.9208948057921102,0.7357282062870739,0.9157274421080055,-0.04260253245244347,0.49942390012946924,0.05845085496405725,0
0.8284064416562003,-0.008269734010179136,0.3453499034003171,0.23424973067494154,0.9227592504278559,0.8283775175677218,0.8516367724109907,0.13922373633683,0.5229702703073282,0.06558308427365941,0
0.8914505899428897,0.02581860698387099,0.2735850591064342,0.30843037854606237,0.9173547461560279,0.82063080132625,0.8414639981761264,0.07152683937005025,0.4690292279046005,0.08479381856700927,0
0.6830308574992484,-0.11600078309132919,0.4201738038720152,0.3118607551049646,0.833583263042211,0.9476478770813563,0.9651858206761448,-0.020038991576337678,0.5840749250974541,0.13648478741883532,0
0.6399997135780163,0.9689904658673083,0.6784272925112372,0.29670677037752125,0.3991733829411425,0.24351086934277838,0.832663364850775,0.9514416511602036,0.87379535896648,0.7926223539438512,1
0.7494003604240703,-0.06969209094093179,0.32722456585253246,0.39979040056705906,0.8135770705116259,0.7947534113185589,0.8927261484828809,0.13356862380258383,0.5846266049909167,0.036885763475162196,0
0.6378125755663189,1.0015934398411217,0.6950522341393355,0.3071186575149364,0.39532648364497486,0.24761297765627727,0.8254186947769356,0.9718347374951157,0.8523191718038461,0.8078141004024899,1
0.9806757366837464,0.7601843521169102,0.6415724518862306,0.33439125836294287,0.45711004070532557,0.43417992809357553,0.5369306702702205,0.350907217173811,0.6954410310875122,0.9418594977159359,0
0.7922976178365533,0.07696985846582083,0.4015775740259107,0.25228570531548866,0.9906624351098624,0.8372468996743277,0.8034455004557985,0.14533013992861676,0.6227385714911955,-0.022887844157893078,0
0.8130972469549083,0.034702714795817734,0.3260640682259562,0.26736741097697747,0.9520680415023725,0.8955295618390047,0.7832988476387922,0.17377930271900593,0.5978270807969565,0.011617339269141429,0
0.960957803450445,0.7279892634829641,0.8913261211343645,0.22902888287198614,0.36712976330179403,0.3596501471899862,0.20953663947489176,0.2804819249922118,0.2233689560128403,0.3158247945849425,1
1.012772600678982,0.7019439873779901,0.7697664912583464,0.20387272646575103,0.6867884137485162,0.6733699393092238,0.2930583221576342,0.5760313301398107,0.5365864451312874,0.8874706522624614,0
0.8627909715464444,-0.004514430430114985,0.44856417053406417,0.3081672739899703,1.0203808744471698,0.8440096090234327,0.8709258418648758,0.11498877111455882,0.6283282706002096,0.052420439713538186,0
0.9349866362548691,0.7177269573262743,0.781028550359658,0.33920972113044245,0.3181423274212911,0.4646813735662574,0.27130442192092474,0.3322599454648465,0.32862873039289303,0.3648075429592372,1
1.066262382331477,-0.07024704721390557,0.45971523729695846,0.9991041888340624,1.1797399782405074,0.639784975798817,0.7800438214510629,0.5169604283507966,0.7141581001448545,0.9155012122482331,1
0.6550933469532177,0.9880993518731832,0.7251173951087677,0.3150773224436641,0.3920018643653442,0.2658083497859399,0.77424739573676,0.9340265206590131,0.8172217811626817,0.8346028478959299,1
0.9322069374140658,0.7648299402936426,0.841475444631684,0.29945799922430977,0.32747519352435955,0.4320511992380075,0.29605078316353906,0.3961874853835118,0.3263788780329037,0.4284720652677463,1
0.6049085620056646,0.3576353920930264,0.09746169422640918,0.5508917913363158,0.21508842835197411,0.20179047767432198,1.2974265148567345,1.0963211391889407,0.5092744088147849,0.6177017179772399,1
0.6397580340408835,0.9121705664886642,0.6847877899626778,0.5015482034172369,0.717793158714004,0.5291336437491628,0.9888458928089946,1.0042207185950274,0.5047337404336151,0.4407973979104332,1
0.7555755844008499,-0.05968702652297055,0.3596505879021807,0.18247327467564398,0.8411904736546161,0.88848432394018,0.8341718530643761,0.24943110504870428,0.5121828825107341,0.04953363889192649,0
0.6192744839175137,0.8759123600432891,0.7160550148555139,0.6729673516879511,0.7890795402607419,0.5793547254221288,0.8931081392232973,0.8442922101703438,0.5750589144254821,0.345475428981213,1
0.6040627952795796,0.8984297289555442,0.7069808253363085,0.5109490461734492,0.7524506056531541,0.534936967408075,0.9099844656656344,0.9990169148201073,0.5087004121352864,0.3685012861397045,1
0.9712667165132127,0.4919934373957823,-0.0769212969582902,0.7587959416289595,0.6399773604728216,1.2609367268874752,0.7059199019907273,0.08343448491189648,0.8040638987012353,0.36242744316202086,1
0.7615271969842774,0.9655458059607348,0.6566926640896794,0.43438397902869014,0.750774916610753,0.5331450179204069,0.87970014135823,1.086410153955788,0.6110220859162038,0.417165354043966,1
1.1515558611912078,0.7373726682187931,0.5789658502694857,0.5856288367313005,1.1800454838150551,0.4015019842521059,0.3561350367602857,0.5009645478742482,1.0737367500928818,0.875168559404005,0
0.6707752867349507,0.9515039407580956,0.7711374813340927,0.3326769730463899,0.4064683071729419,0.2848212424465803,0.7356411426327897,0.9022887356272259,0.7653924028703305,0.8789283487397725,1
0.6634132870580048,0.9527469996023818,0.7136132302179109,0.5124157157119487,0.7532734485835394,0.5334883077179985,0.9731402334165622,0.9671080575192257,0.5380695451739655,0.4262848228860698,1
0.5531266324136797,0.3392762597259405,0.9196675479837721,0.7464991370118933,0.9656957096175602,0.6866916259006655,0.6266087316582873,0.31499182139839543,0.8907638295099044,0.290651536990724,1
0.6620549788807348,0.9486930639479,0.7745007667678624,0.3411577879076675,0.3952057635377786,0.2901609305697399,0.7122725286873911,0.9008564812536486,0.7569854514965553,0.8887073349212786,1
0.7148147719023278,0.41436258400710035,0.3521885922037765,1.0320966166490881,1.0992026320967752,0.8941032983516379,0.700470734512721,0.6508983688756191,0.7934293242852568,0.7426576250901753,1
0.9137195308627887,0.7590572134428137,0.8405428390408907,0.24901026746279994,0.6619749946139104,0.6877233511387914,0.3294771381278247,0.633269710117824,0.6795247842496858,0.8706703143727543,0
0.8914848239941627,0.06590630033940773,0.4193618913616564,0.37631226938478024,0.9213042970863186,0.9786485447013822,0.6603896505228705,0.17387405682034415,0.6759160240580262,-0.009238031640103887,0
0.6680768201954881,0.9369897162466785,0.7923301952791951,0.3518173841837136,0.401660052148075,0.2942832225427712,0.6889850020478722,0.8886447307533442,0.7418456619697844,0.9061198408381951,1
0.33990588791217713,-0.13781450995504096,0.5151162301091143,1.8355997302510643,-0.2853577109598856,2.0571463900400464,1.1941873062249686,0.6376767784558451,1.6558326307735363,0.35764868696828983,1
0.5560864747136351,0.9406423512581138,0.7715585503725171,0.5069824848920396,0.7424922285792854,0.5019036170402212,1.0972363773325229,0.9085581060516004,0.5835963225760978,0.32500435762018864,1
0.7648739436455568,1.0151296980961482,0.6719759676805698,0.5649791818420044,0.8289274324243866,0.6190447931752192,1.0509797816455972,0.9778817944009761,0.6877829898574728,0.46374833857417436,1
0.7222633500626012,0.3270663708839014,0.0632475583825004,1.225860080750106,1.1511119563853964,0.7605795256486926,1.016359351230065,0.8577020206350428,0.639349621062573,0.2739883876491095,1
1.3170227420275378,1.1092705752484577,0.5638233779892536,0.6397865434916351,0.6692063418267084,1.0428937868592283,0.5947526274891928,0.4699659847880582,0.26937331591148,1.3518837281978855,0
0.6764860207092382,0.9376614553853185,0.8313243863134625,0.373636748594638,0.3930052272180993,0.3201092275185168,0.6449660766427402,0.8766820864059468,0.7084254084239597,0.937280961704231,1
1.0796752567933279,0.7890998649712775,0.7873929226775668,0.22758991429303987,0.21372717517536033,-0.15758745041802036,1.515924560993776,0.8495286421469852,0.9830573030428396,0.4502295979144333,1
